Year,Quarter,State,District,Registered Users,App Opens,Average Opens
2018,Q1,Andaman & Nicobar Islands,North And Middle Andaman,632,0,0.0
2018,Q1,Andaman & Nicobar Islands,South Andaman,5846,0,0.0
2018,Q1,Andaman & Nicobar Islands,Nicobars,262,0,0.0
2018,Q2,Andaman & Nicobar Islands,North And Middle Andaman,911,0,0.0
2018,Q2,Andaman & Nicobar Islands,South Andaman,8143,0,0.0
2018,Q2,Andaman & Nicobar Islands,Nicobars,351,0,0.0
2018,Q3,Andaman & Nicobar Islands,North And Middle Andaman,1208,0,0.0
2018,Q3,Andaman & Nicobar Islands,South Andaman,10474,0,0.0
2018,Q3,Andaman & Nicobar Islands,Nicobars,467,0,0.0
2018,Q4,Andaman & Nicobar Islands,North And Middle Andaman,1553,0,0.0
2018,Q4,Andaman & Nicobar Islands,South Andaman,13133,0,0.0
2018,Q4,Andaman & Nicobar Islands,Nicobars,536,0,0.0
2019,Q1,Andaman & Nicobar Islands,North And Middle Andaman,2013,0,0.0
2019,Q1,Andaman & Nicobar Islands,South Andaman,15961,0,0.0
2019,Q1,Andaman & Nicobar Islands,Nicobars,622,0,0.0
2019,Q2,Andaman & Nicobar Islands,North And Middle Andaman,2417,6118,2.5312370707488623
2019,Q2,Andaman & Nicobar Islands,South Andaman,18621,43569,2.3397776703721607
2019,Q2,Andaman & Nicobar Islands,Nicobars,693,2953,4.261183261183261
2019,Q3,Andaman & Nicobar Islands,North And Middle Andaman,2662,22064,8.288504883546207
2019,Q3,Andaman & Nicobar Islands,South Andaman,20518,138190,6.73506189687104
2019,Q3,Andaman & Nicobar Islands,Nicobars,751,10853,14.451398135818907
2019,Q4,Andaman & Nicobar Islands,North And Middle Andaman,2955,26253,8.884263959390863
2019,Q4,Andaman & Nicobar Islands,South Andaman,22202,139646,6.289793712278173
2019,Q4,Andaman & Nicobar Islands,Nicobars,803,11113,13.839352428393525
2020,Q1,Andaman & Nicobar Islands,North And Middle Andaman,3315,30444,9.183710407239818
2020,Q1,Andaman & Nicobar Islands,South Andaman,24174,151529,6.268263423512865
2020,Q1,Andaman & Nicobar Islands,Nicobars,879,11613,13.211604095563139
2020,Q2,Andaman & Nicobar Islands,North And Middle Andaman,4100,56992,13.900487804878049
2020,Q2,Andaman & Nicobar Islands,South Andaman,27626,231071,8.364258307391587
2020,Q2,Andaman & Nicobar Islands,Nicobars,984,17009,17.285569105691057
2020,Q3,Andaman & Nicobar Islands,North And Middle Andaman,5355,76553,14.29561157796452
2020,Q3,Andaman & Nicobar Islands,South Andaman,34833,417785,11.993942525765798
2020,Q3,Andaman & Nicobar Islands,Nicobars,1147,21227,18.506538796861378
2020,Q4,Andaman & Nicobar Islands,North And Middle Andaman,7076,125915,17.79465799886942
2020,Q4,Andaman & Nicobar Islands,South Andaman,43908,725321,16.519108135191765
2020,Q4,Andaman & Nicobar Islands,Nicobars,1412,35972,25.475920679886684
2021,Q1,Andaman & Nicobar Islands,North And Middle Andaman,7833,121680,15.534278054385293
2021,Q1,Andaman & Nicobar Islands,South Andaman,48352,837589,17.322737425545995
2021,Q1,Andaman & Nicobar Islands,Nicobars,1573,45067,28.65034965034965
2021,Q2,Andaman & Nicobar Islands,North And Middle Andaman,8493,596182,70.19686800894854
2021,Q2,Andaman & Nicobar Islands,South Andaman,51903,1270226,24.473074774097835
2021,Q2,Andaman & Nicobar Islands,Nicobars,1699,381815,224.72925250147145
2021,Q3,Andaman & Nicobar Islands,North And Middle Andaman,9263,759314,81.9727949908237
2021,Q3,Andaman & Nicobar Islands,South Andaman,55873,1771107,31.698799062158823
2021,Q3,Andaman & Nicobar Islands,Nicobars,1846,591204,320.2621885157096
2021,Q4,Andaman & Nicobar Islands,North And Middle Andaman,10002,171921,17.18866226754649
2021,Q4,Andaman & Nicobar Islands,South Andaman,59807,1863037,31.150818466065846
2021,Q4,Andaman & Nicobar Islands,Nicobars,1971,77952,39.54946727549467
2022,Q1,Andaman & Nicobar Islands,North And Middle Andaman,10720,904869,84.40942164179104
2022,Q1,Andaman & Nicobar Islands,South Andaman,63487,2368756,37.310882542882794
2022,Q1,Andaman & Nicobar Islands,Nicobars,2081,573782,275.7241710716002
2022,Q2,Andaman & Nicobar Islands,North And Middle Andaman,11379,963824,84.70199490289129
2022,Q2,Andaman & Nicobar Islands,South Andaman,66959,3404740,50.84813094580266
2022,Q2,Andaman & Nicobar Islands,Nicobars,2192,811449,370.1865875912409
2022,Q3,Andaman & Nicobar Islands,North And Middle Andaman,11897,1176567,98.8961082625872
2022,Q3,Andaman & Nicobar Islands,South Andaman,70445,3607286,51.20712612676556
2022,Q3,Andaman & Nicobar Islands,Nicobars,2300,1284501,558.4786956521739
2022,Q4,Andaman & Nicobar Islands,North And Middle Andaman,12361,313502,25.362187525281126
2022,Q4,Andaman & Nicobar Islands,South Andaman,73692,3881359,52.67001845519188
2022,Q4,Andaman & Nicobar Islands,Nicobars,2389,159232,66.65215571368773
2023,Q1,Andaman & Nicobar Islands,North And Middle Andaman,12941,3103047,239.78417432964994
2023,Q1,Andaman & Nicobar Islands,South Andaman,77052,5450795,70.74177179047916
2023,Q1,Andaman & Nicobar Islands,Nicobars,2491,2458822,987.0822962665596
2023,Q2,Andaman & Nicobar Islands,North And Middle Andaman,13600,3174229,233.3991911764706
2023,Q2,Andaman & Nicobar Islands,South Andaman,80112,6884657,85.9378994407829
2023,Q2,Andaman & Nicobar Islands,Nicobars,2617,4679790,1788.2269774551012
2023,Q3,Andaman & Nicobar Islands,North And Middle Andaman,14216,7130284,501.56752954417556
2023,Q3,Andaman & Nicobar Islands,South Andaman,83305,5950899,71.43507592581477
2023,Q3,Andaman & Nicobar Islands,Nicobars,2734,7463896,2730.027798098025
2023,Q4,Andaman & Nicobar Islands,North And Middle Andaman,14813,1869462,126.20414500776346
2023,Q4,Andaman & Nicobar Islands,South Andaman,86348,7452861,86.31191226200954
2023,Q4,Andaman & Nicobar Islands,Nicobars,2817,523637,185.88462903798367
2018,Q1,Andhra Pradesh,East Godavari,350356,0,0.0
2018,Q1,Andhra Pradesh,Srikakulam,143839,0,0.0
2018,Q1,Andhra Pradesh,Visakhapatnam,497187,0,0.0
2018,Q1,Andhra Pradesh,Prakasam,189949,0,0.0
2018,Q1,Andhra Pradesh,Anantapur,241192,0,0.0
2018,Q1,Andhra Pradesh,Kurnool,240133,0,0.0
2018,Q1,Andhra Pradesh,Guntur,317065,0,0.0
2018,Q1,Andhra Pradesh,Krishna,323673,0,0.0
2018,Q1,Andhra Pradesh,Spsr Nellore,194475,0,0.0
2018,Q1,Andhra Pradesh,Vizianagaram,128905,0,0.0
2018,Q1,Andhra Pradesh,Ysr,186800,0,0.0
2018,Q1,Andhra Pradesh,West Godavari,213335,0,0.0
2018,Q1,Andhra Pradesh,Chittoor,309541,0,0.0
2018,Q2,Andhra Pradesh,East Godavari,454398,0,0.0
2018,Q2,Andhra Pradesh,Srikakulam,186913,0,0.0
2018,Q2,Andhra Pradesh,Visakhapatnam,636052,0,0.0
2018,Q2,Andhra Pradesh,Prakasam,253458,0,0.0
2018,Q2,Andhra Pradesh,Anantapur,326383,0,0.0
2018,Q2,Andhra Pradesh,Kurnool,319313,0,0.0
2018,Q2,Andhra Pradesh,Guntur,420326,0,0.0
2018,Q2,Andhra Pradesh,Krishna,431965,0,0.0
2018,Q2,Andhra Pradesh,Spsr Nellore,261049,0,0.0
2018,Q2,Andhra Pradesh,Vizianagaram,167327,0,0.0
2018,Q2,Andhra Pradesh,Ysr,248657,0,0.0
2018,Q2,Andhra Pradesh,West Godavari,282393,0,0.0
2018,Q2,Andhra Pradesh,Chittoor,414306,0,0.0
2018,Q3,Andhra Pradesh,East Godavari,558982,0,0.0
2018,Q3,Andhra Pradesh,Srikakulam,228456,0,0.0
2018,Q3,Andhra Pradesh,Visakhapatnam,769096,0,0.0
2018,Q3,Andhra Pradesh,Prakasam,314899,0,0.0
2018,Q3,Andhra Pradesh,Anantapur,405855,0,0.0
2018,Q3,Andhra Pradesh,Kurnool,394311,0,0.0
2018,Q3,Andhra Pradesh,Guntur,518931,0,0.0
2018,Q3,Andhra Pradesh,Krishna,537086,0,0.0
2018,Q3,Andhra Pradesh,Spsr Nellore,322446,0,0.0
2018,Q3,Andhra Pradesh,Vizianagaram,203655,0,0.0
2018,Q3,Andhra Pradesh,Ysr,308391,0,0.0
2018,Q3,Andhra Pradesh,West Godavari,349782,0,0.0
2018,Q3,Andhra Pradesh,Chittoor,515727,0,0.0
2018,Q4,Andhra Pradesh,East Godavari,694455,0,0.0
2018,Q4,Andhra Pradesh,Srikakulam,284874,0,0.0
2018,Q4,Andhra Pradesh,Visakhapatnam,978288,0,0.0
2018,Q4,Andhra Pradesh,Prakasam,394962,0,0.0
2018,Q4,Andhra Pradesh,Anantapur,510892,0,0.0
2018,Q4,Andhra Pradesh,Kurnool,498582,0,0.0
2018,Q4,Andhra Pradesh,Guntur,659552,0,0.0
2018,Q4,Andhra Pradesh,Krishna,682479,0,0.0
2018,Q4,Andhra Pradesh,Spsr Nellore,407495,0,0.0
2018,Q4,Andhra Pradesh,Vizianagaram,257824,0,0.0
2018,Q4,Andhra Pradesh,Ysr,387058,0,0.0
2018,Q4,Andhra Pradesh,West Godavari,435668,0,0.0
2018,Q4,Andhra Pradesh,Chittoor,665280,0,0.0
2019,Q1,Andhra Pradesh,East Godavari,839277,0,0.0
2019,Q1,Andhra Pradesh,Srikakulam,345775,0,0.0
2019,Q1,Andhra Pradesh,Visakhapatnam,1174517,0,0.0
2019,Q1,Andhra Pradesh,Prakasam,474260,0,0.0
2019,Q1,Andhra Pradesh,Anantapur,612162,0,0.0
2019,Q1,Andhra Pradesh,Kurnool,599422,0,0.0
2019,Q1,Andhra Pradesh,Guntur,802394,0,0.0
2019,Q1,Andhra Pradesh,Krishna,833694,0,0.0
2019,Q1,Andhra Pradesh,Spsr Nellore,491908,0,0.0
2019,Q1,Andhra Pradesh,Vizianagaram,313334,0,0.0
2019,Q1,Andhra Pradesh,Ysr,460590,0,0.0
2019,Q1,Andhra Pradesh,West Godavari,523372,0,0.0
2019,Q1,Andhra Pradesh,Chittoor,812314,0,0.0
2019,Q2,Andhra Pradesh,East Godavari,945181,7156762,7.5718428533794055
2019,Q2,Andhra Pradesh,Srikakulam,392764,3230330,8.224608161644143
2019,Q2,Andhra Pradesh,Visakhapatnam,1318740,13681907,10.374984454858426
2019,Q2,Andhra Pradesh,Prakasam,539462,4488365,8.320076298237874
2019,Q2,Andhra Pradesh,Anantapur,695114,6056591,8.713090226926806
2019,Q2,Andhra Pradesh,Kurnool,680118,6240480,9.175584236853016
2019,Q2,Andhra Pradesh,Guntur,915256,7268875,7.941903685963272
2019,Q2,Andhra Pradesh,Krishna,952300,7822632,8.214461829255487
2019,Q2,Andhra Pradesh,Spsr Nellore,558303,4774473,8.551759528428112
2019,Q2,Andhra Pradesh,Vizianagaram,355058,3541678,9.97492803992587
2019,Q2,Andhra Pradesh,Ysr,519031,4345848,8.373002768620756
2019,Q2,Andhra Pradesh,West Godavari,592185,3853094,6.506571426159055
2019,Q2,Andhra Pradesh,Chittoor,925491,8914216,9.63187756553008
2019,Q3,Andhra Pradesh,East Godavari,1057167,28275322,26.74631538820262
2019,Q3,Andhra Pradesh,Srikakulam,437939,11813195,26.974521565788844
2019,Q3,Andhra Pradesh,Visakhapatnam,1460464,54836001,37.5469720581952
2019,Q3,Andhra Pradesh,Prakasam,598568,16267041,27.176596476924928
2019,Q3,Andhra Pradesh,Anantapur,773656,22845084,29.528736285894507
2019,Q3,Andhra Pradesh,Kurnool,755024,22827473,30.23410249210621
2019,Q3,Andhra Pradesh,Guntur,1026418,28477132,27.744186091826137
2019,Q3,Andhra Pradesh,Krishna,1066546,30077671,28.201006801394406
2019,Q3,Andhra Pradesh,Spsr Nellore,619592,17768733,28.678118826582654
2019,Q3,Andhra Pradesh,Vizianagaram,394375,13065845,33.130510301109354
2019,Q3,Andhra Pradesh,Ysr,574109,15833900,27.579954329230162
2019,Q3,Andhra Pradesh,West Godavari,662102,14227407,21.488240482584253
2019,Q3,Andhra Pradesh,Chittoor,1032733,34638738,33.54084550411384
2019,Q4,Andhra Pradesh,East Godavari,1195228,38299189,32.043416820891075
2019,Q4,Andhra Pradesh,Srikakulam,496266,16353822,32.95374254935861
2019,Q4,Andhra Pradesh,Visakhapatnam,1620235,70749983,43.66649467515515
2019,Q4,Andhra Pradesh,Prakasam,673522,21639748,32.12923705535974
2019,Q4,Andhra Pradesh,Anantapur,873033,30278539,34.682009729300034
2019,Q4,Andhra Pradesh,Kurnool,846885,29676997,35.04253470069726
2019,Q4,Andhra Pradesh,Guntur,1158708,37846179,32.662395530193976
2019,Q4,Andhra Pradesh,Krishna,1199971,39407473,32.84035447523315
2019,Q4,Andhra Pradesh,Spsr Nellore,697154,23608360,33.863909552265355
2019,Q4,Andhra Pradesh,Vizianagaram,443810,17515311,39.46578716117257
2019,Q4,Andhra Pradesh,Ysr,646642,21543798,33.31642237899796
2019,Q4,Andhra Pradesh,West Godavari,750078,19393528,25.855348377102114
2019,Q4,Andhra Pradesh,Chittoor,1156351,44888591,38.81917428185733
2020,Q1,Andhra Pradesh,East Godavari,1329664,46142746,34.702560947728145
2020,Q1,Andhra Pradesh,Srikakulam,552007,20975989,37.99949819476927
2020,Q1,Andhra Pradesh,Visakhapatnam,1763581,77558624,43.977919925424466
2020,Q1,Andhra Pradesh,Prakasam,748655,26870693,35.89195690939084
2020,Q1,Andhra Pradesh,Anantapur,971850,36900103,37.96892833256161
2020,Q1,Andhra Pradesh,Kurnool,936293,34198350,36.525265061257535
2020,Q1,Andhra Pradesh,Guntur,1289678,45282758,35.11167748848938
2020,Q1,Andhra Pradesh,Krishna,1331602,46079408,34.60448993017433
2020,Q1,Andhra Pradesh,Spsr Nellore,775440,28879364,37.242551325698955
2020,Q1,Andhra Pradesh,Vizianagaram,490683,21562104,43.94304265686808
2020,Q1,Andhra Pradesh,Ysr,717865,26166193,36.45001915401921
2020,Q1,Andhra Pradesh,West Godavari,843835,24542868,29.08491351982319
2020,Q1,Andhra Pradesh,Chittoor,1270907,51354573,40.40781347494349
2020,Q2,Andhra Pradesh,East Godavari,1459116,45884498,31.44677873452145
2020,Q2,Andhra Pradesh,Srikakulam,608002,23808009,39.157780730984435
2020,Q2,Andhra Pradesh,Visakhapatnam,1904719,69684456,36.5851634808074
2020,Q2,Andhra Pradesh,Prakasam,830709,32255276,38.82861025942899
2020,Q2,Andhra Pradesh,Anantapur,1076953,39704703,36.867628392325386
2020,Q2,Andhra Pradesh,Kurnool,1035093,36268390,35.03877429371081
2020,Q2,Andhra Pradesh,Guntur,1426271,44267596,31.037296558648393
2020,Q2,Andhra Pradesh,Krishna,1459041,41234166,28.261142764322592
2020,Q2,Andhra Pradesh,Spsr Nellore,854459,30816403,36.0653969353708
2020,Q2,Andhra Pradesh,Vizianagaram,537798,24370380,45.31511831579887
2020,Q2,Andhra Pradesh,Ysr,796769,29644037,37.20530919250121
2020,Q2,Andhra Pradesh,West Godavari,944829,26583613,28.13589866526112
2020,Q2,Andhra Pradesh,Chittoor,1385916,49820171,35.94746795621091
2020,Q3,Andhra Pradesh,East Godavari,1601940,64292857,40.13437269810355
2020,Q3,Andhra Pradesh,Srikakulam,667858,31794753,47.607055691479324
2020,Q3,Andhra Pradesh,Visakhapatnam,2058346,102589371,49.840683247617264
2020,Q3,Andhra Pradesh,Prakasam,915240,44970519,49.13522027009309
2020,Q3,Andhra Pradesh,Anantapur,1186851,55714787,46.94337115610974
2020,Q3,Andhra Pradesh,Kurnool,1132240,49164718,43.422523493252314
2020,Q3,Andhra Pradesh,Guntur,1567595,62427501,39.82374337759434
2020,Q3,Andhra Pradesh,Krishna,1599289,61028114,38.1595283904285
2020,Q3,Andhra Pradesh,Spsr Nellore,937176,43951448,46.897752396561586
2020,Q3,Andhra Pradesh,Vizianagaram,587784,31199437,53.079765696242156
2020,Q3,Andhra Pradesh,Ysr,877909,41578067,47.36033803047924
2020,Q3,Andhra Pradesh,West Godavari,1053674,38126238,36.18409299270932
2020,Q3,Andhra Pradesh,Chittoor,1506503,69462572,46.10848567842215
2020,Q4,Andhra Pradesh,East Godavari,1746280,82605352,47.30361225004008
2020,Q4,Andhra Pradesh,Srikakulam,726761,36770992,50.59571440955142
2020,Q4,Andhra Pradesh,Visakhapatnam,2209658,124730170,56.44772629972602
2020,Q4,Andhra Pradesh,Prakasam,999462,52839846,52.868289139557085
2020,Q4,Andhra Pradesh,Anantapur,1295872,69562398,53.67999154237456
2020,Q4,Andhra Pradesh,Kurnool,1230466,60615045,49.261860953492416
2020,Q4,Andhra Pradesh,Guntur,1712940,81291172,47.457104160099014
2020,Q4,Andhra Pradesh,Krishna,1744028,81787771,46.89590476758401
2020,Q4,Andhra Pradesh,Spsr Nellore,1022944,54765443,53.53708805174086
2020,Q4,Andhra Pradesh,Vizianagaram,634462,35110885,55.33961844838619
2020,Q4,Andhra Pradesh,Ysr,959182,49596303,51.706874190716675
2020,Q4,Andhra Pradesh,West Godavari,1163179,51170162,43.99164874881682
2020,Q4,Andhra Pradesh,Chittoor,1631331,88232999,54.0865091143367
2021,Q1,Andhra Pradesh,East Godavari,1878769,91478749,48.69079115101431
2021,Q1,Andhra Pradesh,Srikakulam,782604,40590058,51.86538530342293
2021,Q1,Andhra Pradesh,Visakhapatnam,2368081,135908324,57.39175475838876
2021,Q1,Andhra Pradesh,Prakasam,1075936,56911479,52.894855270201944
2021,Q1,Andhra Pradesh,Anantapur,1394849,73375049,52.6042955187264
2021,Q1,Andhra Pradesh,Kurnool,1323411,65326230,49.36201225469639
2021,Q1,Andhra Pradesh,Guntur,1843237,92731167,50.30886804030084
2021,Q1,Andhra Pradesh,Krishna,1876458,92941553,49.530313494893036
2021,Q1,Andhra Pradesh,Spsr Nellore,1100541,60691988,55.14741204553034
2021,Q1,Andhra Pradesh,Vizianagaram,681621,37752539,55.38640828260866
2021,Q1,Andhra Pradesh,Ysr,1032689,53525815,51.83149525171663
2021,Q1,Andhra Pradesh,West Godavari,1254117,57392671,45.76341043140313
2021,Q1,Andhra Pradesh,Chittoor,1751420,99083825,56.573423279396145
2021,Q2,Andhra Pradesh,East Godavari,2006272,84705076,42.22013565458722
2021,Q2,Andhra Pradesh,Srikakulam,837958,43740255,52.19862451340043
2021,Q2,Andhra Pradesh,Visakhapatnam,2526830,114313154,45.23974861783341
2021,Q2,Andhra Pradesh,Prakasam,1151232,76850749,66.75522310012231
2021,Q2,Andhra Pradesh,Anantapur,1492738,104568606,70.05154688900531
2021,Q2,Andhra Pradesh,Kurnool,1415585,81894678,57.852179840843185
2021,Q2,Andhra Pradesh,Guntur,1968681,88248064,44.825984504345804
2021,Q2,Andhra Pradesh,Krishna,2002662,85771678,42.82883382218267
2021,Q2,Andhra Pradesh,Spsr Nellore,1176334,74049216,62.949141995385666
2021,Q2,Andhra Pradesh,Vizianagaram,729509,42684475,58.51123838088358
2021,Q2,Andhra Pradesh,Ysr,1103004,72255265,65.507708947565
2021,Q2,Andhra Pradesh,West Godavari,1339377,65118788,48.61871452175153
2021,Q2,Andhra Pradesh,Chittoor,1870723,110505432,59.07097523257051
2021,Q3,Andhra Pradesh,East Godavari,2150622,103626560,48.18446012362935
2021,Q3,Andhra Pradesh,Srikakulam,902008,48622126,53.90431792179227
2021,Q3,Andhra Pradesh,Visakhapatnam,2707931,139540800,51.530411963968064
2021,Q3,Andhra Pradesh,Prakasam,1239147,91533813,73.86840544342196
2021,Q3,Andhra Pradesh,Anantapur,1606735,124985545,77.7885245544536
2021,Q3,Andhra Pradesh,Kurnool,1522196,101210508,66.48980026225269
2021,Q3,Andhra Pradesh,Guntur,2110878,106621413,50.51045725996481
2021,Q3,Andhra Pradesh,Krishna,2145423,104358295,48.642293384567985
2021,Q3,Andhra Pradesh,Spsr Nellore,1263550,90102349,71.30889082347355
2021,Q3,Andhra Pradesh,Vizianagaram,784444,46277311,58.99377265936128
2021,Q3,Andhra Pradesh,Ysr,1183377,86369956,72.98600192499939
2021,Q3,Andhra Pradesh,West Godavari,1436576,80244808,55.85837992560087
2021,Q3,Andhra Pradesh,Chittoor,2007011,135043395,67.28582703333464
2021,Q4,Andhra Pradesh,East Godavari,2294347,142536856,62.12523912032487
2021,Q4,Andhra Pradesh,Srikakulam,965335,61654215,63.868206373953086
2021,Q4,Andhra Pradesh,Visakhapatnam,2888774,188757640,65.34178166931716
2021,Q4,Andhra Pradesh,Prakasam,1325728,86410317,65.17952174201646
2021,Q4,Andhra Pradesh,Anantapur,1719437,120768682,70.23734047830773
2021,Q4,Andhra Pradesh,Kurnool,1628242,97379271,59.806386888435505
2021,Q4,Andhra Pradesh,Guntur,2252443,130920743,58.12388726373986
2021,Q4,Andhra Pradesh,Krishna,2288148,134436469,58.753397507503884
2021,Q4,Andhra Pradesh,Spsr Nellore,1349290,90814672,67.3055251280303
2021,Q4,Andhra Pradesh,Vizianagaram,839606,56101822,66.8192247316003
2021,Q4,Andhra Pradesh,Ysr,1262963,83534122,66.14138498119105
2021,Q4,Andhra Pradesh,West Godavari,1532898,100007280,65.24066180528646
2021,Q4,Andhra Pradesh,Chittoor,2141818,154395512,72.08619593261426
2022,Q1,Andhra Pradesh,East Godavari,2432305,87134562,35.82386337239779
2022,Q1,Andhra Pradesh,Srikakulam,1027283,46691467,45.45141601681328
2022,Q1,Andhra Pradesh,Visakhapatnam,3061324,88803090,29.008066444453444
2022,Q1,Andhra Pradesh,Prakasam,1408929,104851997,74.41964570251588
2022,Q1,Andhra Pradesh,Anantapur,1827094,155792533,85.2679353114837
2022,Q1,Andhra Pradesh,Kurnool,1729513,119653214,69.18318278035493
2022,Q1,Andhra Pradesh,Guntur,2387051,88844052,37.21916791890915
2022,Q1,Andhra Pradesh,Krishna,2423373,85871644,35.43476138423594
2022,Q1,Andhra Pradesh,Spsr Nellore,1431664,101671767,71.01650037997743
2022,Q1,Andhra Pradesh,Vizianagaram,892889,44804002,50.178691864274285
2022,Q1,Andhra Pradesh,Ysr,1339782,98878499,73.80193120970426
2022,Q1,Andhra Pradesh,West Godavari,1626039,87642475,53.89936834233373
2022,Q1,Andhra Pradesh,Chittoor,2270705,144146671,63.481020652176305
2022,Q2,Andhra Pradesh,East Godavari,2564165,93383888,36.41882952150115
2022,Q2,Andhra Pradesh,Srikakulam,1086164,51087942,47.03520094571354
2022,Q2,Andhra Pradesh,Visakhapatnam,3226029,93552701,28.99933664576481
2022,Q2,Andhra Pradesh,Prakasam,1487589,108172758,72.71683106019204
2022,Q2,Andhra Pradesh,Anantapur,1928213,181499094,94.12813522157562
2022,Q2,Andhra Pradesh,Kurnool,1825280,136447455,74.7542596204418
2022,Q2,Andhra Pradesh,Guntur,2514794,91997209,36.582403568642206
2022,Q2,Andhra Pradesh,Krishna,2552107,95341487,37.35795050912834
2022,Q2,Andhra Pradesh,Spsr Nellore,1509927,108755384,72.02691520848359
2022,Q2,Andhra Pradesh,Vizianagaram,943242,50230853,53.25341004747456
2022,Q2,Andhra Pradesh,Ysr,1412848,106157470,75.13721929039784
2022,Q2,Andhra Pradesh,West Godavari,1714357,103338893,60.278514335112234
2022,Q2,Andhra Pradesh,Chittoor,2392549,158771722,66.36090713293646
2022,Q3,Andhra Pradesh,East Godavari,2702234,85780890,31.744434419817086
2022,Q3,Andhra Pradesh,Srikakulam,1147016,46323107,40.38575486305335
2022,Q3,Andhra Pradesh,Visakhapatnam,3397514,87888969,25.86861128460398
2022,Q3,Andhra Pradesh,Prakasam,1567520,114185009,72.84437136368275
2022,Q3,Andhra Pradesh,Anantapur,2030824,181038520,89.14535183748075
2022,Q3,Andhra Pradesh,Kurnool,1924127,143715547,74.69130000254661
2022,Q3,Andhra Pradesh,Guntur,2647100,91146114,34.43244078425447
2022,Q3,Andhra Pradesh,Krishna,2685215,86220959,32.109517859836174
2022,Q3,Andhra Pradesh,Spsr Nellore,1588875,105928407,66.66881095114468
2022,Q3,Andhra Pradesh,Vizianagaram,995141,46767889,46.996243748373345
2022,Q3,Andhra Pradesh,Ysr,1487140,107976611,72.60689040709012
2022,Q3,Andhra Pradesh,West Godavari,1805967,97509407,53.9929062934151
2022,Q3,Andhra Pradesh,Chittoor,2517657,162524274,64.5537791684888
2022,Q4,Andhra Pradesh,East Godavari,2835087,173720880,61.27532594237849
2022,Q4,Andhra Pradesh,Srikakulam,1204785,72666058,60.31454408877933
2022,Q4,Andhra Pradesh,Visakhapatnam,3566854,208604256,58.484102797591376
2022,Q4,Andhra Pradesh,Prakasam,1642503,94432083,57.49279179398759
2022,Q4,Andhra Pradesh,Anantapur,2128066,136685634,64.22997876945546
2022,Q4,Andhra Pradesh,Kurnool,2018290,105333688,52.189570378885094
2022,Q4,Andhra Pradesh,Guntur,2774365,144773169,52.182452200773874
2022,Q4,Andhra Pradesh,Krishna,2813645,156902257,55.7647666994237
2022,Q4,Andhra Pradesh,Spsr Nellore,1663684,103101986,61.972096864548796
2022,Q4,Andhra Pradesh,Vizianagaram,1044490,64406405,61.663017357753546
2022,Q4,Andhra Pradesh,Ysr,1556901,93975668,60.36072171576741
2022,Q4,Andhra Pradesh,West Godavari,1893310,129116752,68.19630805309221
2022,Q4,Andhra Pradesh,Chittoor,2636036,189655966,71.94741118861806
2023,Q1,Andhra Pradesh,East Godavari,2965296,98931582,33.36313878951714
2023,Q1,Andhra Pradesh,Srikakulam,1263204,48743038,38.586829997371765
2023,Q1,Andhra Pradesh,Visakhapatnam,3732544,107253885,28.734794552991204
2023,Q1,Andhra Pradesh,Prakasam,1719910,112502189,65.41167212237849
2023,Q1,Andhra Pradesh,Anantapur,2228505,177793392,79.78146425518453
2023,Q1,Andhra Pradesh,Kurnool,2114023,149581663,70.75687587126535
2023,Q1,Andhra Pradesh,Guntur,2900895,103514892,35.6837775927774
2023,Q1,Andhra Pradesh,Krishna,2941585,98727644,33.56273709581739
2023,Q1,Andhra Pradesh,Spsr Nellore,1740294,111993275,64.35307769836591
2023,Q1,Andhra Pradesh,Vizianagaram,1094782,55519223,50.71258296172206
2023,Q1,Andhra Pradesh,Ysr,1628595,109842928,67.44643573141266
